hoja,celda,valor_mostrado,valor_real,formula,clasificacion,criticidad,dependencia_input,dependencia_output
IVA Dptos,J18,172.38893844781433,=(D18-E18-F18),=(D18-E18-F18),CALCULO,MEDIA,IVA Dptos!D18; IVA Dptos!E18; IVA Dptos!F18,
IVA Dptos,K18,6869699.197145401,=(D18-E18-F18)*$C$1,=(D18-E18-F18)*$C$1,CALCULO,MEDIA,IVA Dptos!D18; IVA Dptos!E18; IVA Dptos!F18; IVA Dptos!$C$1,
IVA Dptos,L18,23494371.25423729,=E18*$C$1,=E18*$C$1,CALCULO,MEDIA,IVA Dptos!E18; IVA Dptos!$C$1,
IVA Dptos,N18,356.4,=+M18-(M18*$C$3),=+M18-(M18*$C$3),CALCULO,MEDIA,IVA Dptos!M18; IVA Dptos!$C$3,
IVA Dptos,P18,65.52,=+O18-(O18*$C$3),=+O18-(O18*$C$3),CALCULO,MEDIA,IVA Dptos!O18; IVA Dptos!$C$3,
IVA Dptos,Q18,4286.88,=(D18+N18+P18),=(D18+N18+P18),CALCULO,MEDIA,IVA Dptos!D18; IVA Dptos!N18; IVA Dptos!P18,
IVA Dptos,V18,-476.3199999999997,=+Q18-T18,=+Q18-T18,CALCULO,MEDIA,IVA Dptos!Q18; IVA Dptos!T18,
IVA Dptos,AC18,1503.0400000000002,=+X18*$C$3,=+X18*$C$3,CALCULO,MEDIA,IVA Dptos!X18; IVA Dptos!$C$3,
IVA Dptos,AD18,5954,=X18+M18+O18,=X18+M18+O18,CALCULO,MEDIA,IVA Dptos!X18; IVA Dptos!M18; IVA Dptos!O18,
IVA Dptos,B19,12,=+B18+1,=+B18+1,CALCULO,MEDIA,IVA Dptos!B18,
IVA Dptos,D19,3177.3599999999997,=X19-(X19*$C$3),=X19-(X19*$C$3),CALCULO,MEDIA,IVA Dptos!X19; IVA Dptos!$C$3,
IVA Dptos,E19,484.68203389830506,=(D19/1.18)*0.18,=(D19/1.18)*0.18,CALCULO,MEDIA,IVA Dptos!D19,
IVA Dptos,F19,2550.958073148974,=E19/0.19,=E19/0.19,CALCULO,MEDIA,IVA Dptos!E19,
IVA Dptos,G19,107303216.94915254,=(D19/(1+$C$2))*$C$1,=(D19/(1+$C$2))*$C$1,CALCULO,MEDIA,IVA Dptos!D19; IVA Dptos!$C$2; IVA Dptos!$C$1,
IVA Dptos,I19,0.460637475793687,=H19/G19,=H19/G19,CALCULO,MEDIA,IVA Dptos!H19; IVA Dptos!G19,
IVA Dptos,J19,141.71989295272033,=(D19-E19-F19),=(D19-E19-F19),CALCULO,MEDIA,IVA Dptos!D19; IVA Dptos!E19; IVA Dptos!F19,
IVA Dptos,K19,5647537.734165905,=(D19-E19-F19)*$C$1,=(D19-E19-F19)*$C$1,CALCULO,MEDIA,IVA Dptos!D19; IVA Dptos!E19; IVA Dptos!F19; IVA Dptos!$C$1,
IVA Dptos,L19,19314579.050847456,=E19*$C$1,=E19*$C$1,CALCULO,MEDIA,IVA Dptos!E19; IVA Dptos!$C$1,
IVA Dptos,N19,356.4,=+M19-(M19*$C$3),=+M19-(M19*$C$3),CALCULO,MEDIA,IVA Dptos!M19; IVA Dptos!$C$3,
IVA Dptos,P19,65.52,=+O19-(O19*$C$3),=+O19-(O19*$C$3),CALCULO,MEDIA,IVA Dptos!O19; IVA Dptos!$C$3,
IVA Dptos,Q19,3599.2799999999997,=(D19+N19+P19),=(D19+N19+P19),CALCULO,MEDIA,IVA Dptos!D19; IVA Dptos!N19; IVA Dptos!P19,
IVA Dptos,V19,-399.9200000000005,=+Q19-T19,=+Q19-T19,CALCULO,MEDIA,IVA Dptos!Q19; IVA Dptos!T19,
IVA Dptos,AC19,1235.64,=+X19*$C$3,=+X19*$C$3,CALCULO,MEDIA,IVA Dptos!X19; IVA Dptos!$C$3,
IVA Dptos,AD19,4999,=X19+M19+O19,=X19+M19+O19,CALCULO,MEDIA,IVA Dptos!X19; IVA Dptos!M19; IVA Dptos!O19,
IVA Dptos,B20,13,=+B19+1,=+B19+1,CALCULO,MEDIA,IVA Dptos!B19,
IVA Dptos,D20,3782.16,=X20-(X20*$C$3),=X20-(X20*$C$3),CALCULO,MEDIA,IVA Dptos!X20; IVA Dptos!$C$3,
IVA Dptos,E20,576.9396610169491,=(D20/1.18)*0.18,=(D20/1.18)*0.18,CALCULO,MEDIA,IVA Dptos!D20,
IVA Dptos,F20,3036.524531668153,=E20/0.19,=E20/0.19,CALCULO,MEDIA,IVA Dptos!E20,
IVA Dptos,G20,127728030.50847459,=(D20/(1+$C$2))*$C$1,=(D20/(1+$C$2))*$C$1,CALCULO,MEDIA,IVA Dptos!D20; IVA Dptos!$C$2; IVA Dptos!$C$1,
IVA Dptos,I20,0.5250721218593457,=H20/G20,=H20/G20,CALCULO,MEDIA,IVA Dptos!H20; IVA Dptos!G20,
IVA Dptos,J20,168.6958073148976,=(D20-E20-F20),=(D20-E20-F20),CALCULO,MEDIA,IVA Dptos!D20; IVA Dptos!E20; IVA Dptos!F20,
IVA Dptos,K20,6722527.921498669,=(D20-E20-F20)*$C$1,=(D20-E20-F20)*$C$1,CALCULO,MEDIA,IVA Dptos!D20; IVA Dptos!E20; IVA Dptos!F20; IVA Dptos!$C$1,
IVA Dptos,L20,22991045.491525423,=E20*$C$1,=E20*$C$1,CALCULO,MEDIA,IVA Dptos!E20; IVA Dptos!$C$1,
IVA Dptos,N20,356.4,=+M20-(M20*$C$3),=+M20-(M20*$C$3),CALCULO,MEDIA,IVA Dptos!M20; IVA Dptos!$C$3,
IVA Dptos,P20,65.52,=+O20-(O20*$C$3),=+O20-(O20*$C$3),CALCULO,MEDIA,IVA Dptos!O20; IVA Dptos!$C$3,
IVA Dptos,Q20,4204.08,=(D20+N20+P20),=(D20+N20+P20),CALCULO,MEDIA,IVA Dptos!D20; IVA Dptos!N20; IVA Dptos!P20,
IVA Dptos,V20,-467.1199999999999,=+Q20-T20,=+Q20-T20,CALCULO,MEDIA,IVA Dptos!Q20; IVA Dptos!T20,
IVA Dptos,AC20,1470.8400000000001,=+X20*$C$3,=+X20*$C$3,CALCULO,MEDIA,IVA Dptos!X20; IVA Dptos!$C$3,
IVA Dptos,AD20,5839,=X20+M20+O20,=X20+M20+O20,CALCULO,MEDIA,IVA Dptos!X20; IVA Dptos!M20; IVA Dptos!O20,
IVA Dptos,B21,14,=+B20+1,=+B20+1,CALCULO,MEDIA,IVA Dptos!B20,
IVA Dptos,D21,3248.64,=X21-(X21*$C$3),=X21-(X21*$C$3),CALCULO,MEDIA,IVA Dptos!X21; IVA Dptos!$C$3,
IVA Dptos,E21,495.5552542372881,=(D21/1.18)*0.18,=(D21/1.18)*0.18,CALCULO,MEDIA,IVA Dptos!D21,
IVA Dptos,F21,2608.185548617306,=E21/0.19,=E21/0.19,CALCULO,MEDIA,IVA Dptos!E21,
IVA Dptos,G21,109710427.11864407,=(D21/(1+$C$2))*$C$1,=(D21/(1+$C$2))*$C$1,CALCULO,MEDIA,IVA Dptos!D21; IVA Dptos!$C$2; IVA Dptos!$C$1,
IVA Dptos,I21,0.45053040351895846,=H21/G21,=H21/G21,CALCULO,MEDIA,IVA Dptos!H21; IVA Dptos!G21,
IVA Dptos,J21,144.8991971454061,=(D21-E21-F21),=(D21-E21-F21),CALCULO,MEDIA,IVA Dptos!D21; IVA Dptos!E21; IVA Dptos!F21,
IVA Dptos,K21,5774233.006244433,=(D21-E21-F21)*$C$1,=(D21-E21-F21)*$C$1,CALCULO,MEDIA,IVA Dptos!D21; IVA Dptos!E21; IVA Dptos!F21; IVA Dptos!$C$1,
IVA Dptos,L21,19747876.88135593,=E21*$C$1,=E21*$C$1,CALCULO,MEDIA,IVA Dptos!E21; IVA Dptos!$C$1,
IVA Dptos,N21,356.4,=+M21-(M21*$C$3),=+M21-(M21*$C$3),CALCULO,MEDIA,IVA Dptos!M21; IVA Dptos!$C$3,
IVA Dptos,P21,65.52,=+O21-(O21*$C$3),=+O21-(O21*$C$3),CALCULO,MEDIA,IVA Dptos!O21; IVA Dptos!$C$3,
IVA Dptos,Q21,3670.56,=(D21+N21+P21),=(D21+N21+P21),CALCULO,MEDIA,IVA Dptos!D21; IVA Dptos!N21; IVA Dptos!P21,
IVA Dptos,V21,-407.84000000000015,=+Q21-T21,=+Q21-T21,CALCULO,MEDIA,IVA Dptos!Q21; IVA Dptos!T21,
IVA Dptos,AC21,1263.3600000000001,=+X21*$C$3,=+X21*$C$3,CALCULO,MEDIA,IVA Dptos!X21; IVA Dptos!$C$3,
IVA Dptos,AD21,5098,=X21+M21+O21,=X21+M21+O21,CALCULO,MEDIA,IVA Dptos!X21; IVA Dptos!M21; IVA Dptos!O21,
IVA Dptos,B22,15,=+B21+1,=+B21+1,CALCULO,MEDIA,IVA Dptos!B21,
IVA Dptos,D22,3785.7599999999998,=X22-(X22*$C$3),=X22-(X22*$C$3),CALCULO,MEDIA,IVA Dptos!X22; IVA Dptos!$C$3,
IVA Dptos,E22,577.488813559322,=(D22/1.18)*0.18,=(D22/1.18)*0.18,CALCULO,MEDIA,IVA Dptos!D22,
IVA Dptos,F22,3039.414808206958,=E22/0.19,=E22/0.19,CALCULO,MEDIA,IVA Dptos!E22,
IVA Dptos,G22,127849606.77966101,=(D22/(1+$C$2))*$C$1,=(D22/(1+$C$2))*$C$1,CALCULO,MEDIA,IVA Dptos!D22; IVA Dptos!$C$2; IVA Dptos!$C$1,
IVA Dptos,I22,0.5245728140218987,=H22/G22,=H22/G22,CALCULO,MEDIA,IVA Dptos!H22; IVA Dptos!G22,
IVA Dptos,J22,168.85637823372008,=(D22-E22-F22),=(D22-E22-F22),CALCULO,MEDIA,IVA Dptos!D22; IVA Dptos!E22; IVA Dptos!F22,
IVA Dptos,K22,6728926.672613746,=(D22-E22-F22)*$C$1,=(D22-E22-F22)*$C$1,CALCULO,MEDIA,IVA Dptos!D22; IVA Dptos!E22; IVA Dptos!F22; IVA Dptos!$C$1,
IVA Dptos,L22,23012929.22033898,=E22*$C$1,=E22*$C$1,CALCULO,MEDIA,IVA Dptos!E22; IVA Dptos!$C$1,
IVA Dptos,N22,356.4,=+M22-(M22*$C$3),=+M22-(M22*$C$3),CALCULO,MEDIA,IVA Dptos!M22; IVA Dptos!$C$3,
IVA Dptos,P22,65.52,=+O22-(O22*$C$3),=+O22-(O22*$C$3),CALCULO,MEDIA,IVA Dptos!O22; IVA Dptos!$C$3,
IVA Dptos,Q22,4207.68,=(D22+N22+P22),=(D22+N22+P22),CALCULO,MEDIA,IVA Dptos!D22; IVA Dptos!N22; IVA Dptos!P22,
IVA Dptos,V22,-467.5199999999995,=+Q22-T22,=+Q22-T22,CALCULO,MEDIA,IVA Dptos!Q22; IVA Dptos!T22,
IVA Dptos,AC22,1472.2400000000002,=+X22*$C$3,=+X22*$C$3,CALCULO,MEDIA,IVA Dptos!X22; IVA Dptos!$C$3,
IVA Dptos,AD22,5844,=X22+M22+O22,=X22+M22+O22,CALCULO,MEDIA,IVA Dptos!X22; IVA Dptos!M22; IVA Dptos!O22,
IVA Dptos,D23,53476.560000000005,=SUM(D8:D22),=SUM(D8:D22),CALCULO,MEDIA,IVA Dptos!D8:D22,
IVA Dptos,E23,8157.441355932205,=(D23/1.18)*0.18,=(D23/1.18)*0.18,CALCULO,MEDIA,IVA Dptos!D23,
IVA Dptos,F23,42933.90187332739,=SUM(F8:F22),=SUM(F8:F22),CALCULO,MEDIA,IVA Dptos!F8:F22,
IVA Dptos,G23,1805966877.9661016,=SUM(G8:G22),=SUM(G8:G22),CALCULO,MEDIA,IVA Dptos!G8:G22,
IVA Dptos,H23,903699569,=SUM(H8:H22),=SUM(H8:H22),CALCULO,MEDIA,IVA Dptos!H8:H22,
IVA Dptos,L23,325074038.0338983,=SUM(L8:L22),=SUM(L8:L22),CALCULO,MEDIA,IVA Dptos!L8:L22,
IVA Dptos,M23,7425,=SUM(M8:M22),=SUM(M8:M22),CALCULO,MEDIA,IVA Dptos!M8:M22,
IVA Dptos,N23,5345.999999999999,=SUM(N8:N22),=SUM(N8:N22),CALCULO,MEDIA,IVA Dptos!N8:N22,
IVA Dptos,O23,1365,=SUM(O8:O22),=SUM(O8:O22),CALCULO,MEDIA,IVA Dptos!O8:O22,
IVA Dptos,P23,982.7999999999998,=SUM(P8:P22),=SUM(P8:P22),CALCULO,MEDIA,IVA Dptos!P8:P22,
IVA Dptos,Q23,59805.35999999999,=SUM(Q8:Q22),=SUM(Q8:Q22),CALCULO,MEDIA,IVA Dptos!Q8:Q22,
IVA Dptos,T23,66450.4,=SUM(T8:T22),=SUM(T8:T22),CALCULO,MEDIA,IVA Dptos!T8:T22,
IVA Dptos,V23,-6645.040000000001,=+Q23-T23,=+Q23-T23,CALCULO,MEDIA,IVA Dptos!Q23; IVA Dptos!T23,
IVA Dptos,X23,74273,=SUM(X8:X22),=SUM(X8:X22),CALCULO,MEDIA,IVA Dptos!X8:X22,
IVA Dptos,AC23,20796.440000000002,=SUM(AC8:AC22),=SUM(AC8:AC22),CALCULO,MEDIA,IVA Dptos!AC8:AC22,
IVA Dptos,AD23,83063,=SUM(AD8:AD22),=SUM(AD8:AD22),CALCULO,MEDIA,IVA Dptos!AD8:AD22,
IVA Dptos,L24,8157.441355932203,=L23/C1,=L23/C1,CALCULO,MEDIA,IVA Dptos!L23; IVA Dptos!C1,
IVA Dptos,N24,2079.000000000001,=+M23-N23,=+M23-N23,CALCULO,MEDIA,IVA Dptos!M23; IVA Dptos!N23,
IVA Dptos,P24,382.20000000000016,=+O23-P23,=+O23-P23,CALCULO,MEDIA,IVA Dptos!O23; IVA Dptos!P23,
IVA Dptos,E31,Est. UF,Est. UF,,INPUT_MANUAL_ALFANUMERICO,MEDIA,,
IVA Dptos,I31,28% Desc,28% Desc,,INPUT_MANUAL_ALFANUMERICO,MEDIA,,
IVA Dptos,D32,5097,5097,,INPUT_MANUAL_NUMERICO,MEDIA,,
IVA Dptos,H32,3669.84,3669.84,,INPUT_MANUAL_NUMERICO,MEDIA,,
IVA Dptos,D47,74273,=SUM(D32:D46),=SUM(D32:D46),CALCULO,MEDIA,IVA Dptos!D32:D46,
IVA Dptos,E47,7425,=SUM(E32:E46),=SUM(E32:E46),CALCULO,MEDIA,IVA Dptos!E32:E46,
IVA Dptos,F47,1365,=SUM(F32:F46),=SUM(F32:F46),CALCULO,MEDIA,IVA Dptos!F32:F46,
IVA Dptos,H47,53368.560000000005,=SUM(H32:H46),=SUM(H32:H46),CALCULO,MEDIA,IVA Dptos!H32:H46,
IVA Dptos,I47,5345.999999999999,=SUM(I32:I46),=SUM(I32:I46),CALCULO,MEDIA,IVA Dptos!I32:I46,
IVA Dptos,J47,982.7999999999998,=SUM(J32:J46),=SUM(J32:J46),CALCULO,MEDIA,IVA Dptos!J32:J46,
IVA Dptos,F48,83063,=SUM(D47:F47),=SUM(D47:F47),CALCULO,MEDIA,IVA Dptos!D47:F47,
IVA Dptos,J48,59697.36000000001,=SUM(H47:J47),=SUM(H47:J47),CALCULO,MEDIA,IVA Dptos!H47:J47,
IVA Dptos,L48,0.7186997820931101,=J48/F48,=J48/F48,CALCULO,MEDIA,IVA Dptos!J48; IVA Dptos!F48,
IVA Dptos,F52,6645.04,=F48*0.08,=F48*0.08,CALCULO,MEDIA,IVA Dptos!F48,
Hoja1,H2,Venta Total con Dcto (D+E+B),='IVA Dptos'!Q7,='IVA Dptos'!Q7,CALCULO,MEDIA,IVA Dptos!Q7,
Hoja1,C3,702       ,=CONCATENATE(B3),=CONCATENATE(B3),CALCULO,MEDIA,Hoja1!B3,
Hoja1,E3,396,='IVA Dptos'!M8*0.8,='IVA Dptos'!M8*0.8,CALCULO,MEDIA,IVA Dptos!M8,
Hoja1,F3,72.8,='IVA Dptos'!O8*0.8,='IVA Dptos'!O8*0.8,CALCULO,MEDIA,IVA Dptos!O8,
Hoja1,G3,4780.8,=D3+E3+F3,=D3+E3+F3,CALCULO,MEDIA,Hoja1!D3; Hoja1!E3; Hoja1!F3,
Hoja1,I3,-689.04,=H3-G3,=H3-G3,CALCULO,MEDIA,Hoja1!H3; Hoja1!G3,
Hoja1,K3,4077.6000000000004,=J3-E3-F3,=J3-E3-F3,CALCULO,MEDIA,Hoja1!J3; Hoja1!E3; Hoja1!F3,
Hoja1,O3,4077.6000000000004,"=VLOOKUP(M3,$B$3:$K$17,10,0)","=VLOOKUP(M3,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M3; Hoja1!$B$3:$K$17,
Hoja1,P3,407.60000000000036,=O3-N3,=O3-N3,CALCULO,MEDIA,Hoja1!O3; Hoja1!N3,
Hoja1,C4,803       ,=CONCATENATE(B4),=CONCATENATE(B4),CALCULO,MEDIA,Hoja1!B4,
Hoja1,E4,396,='IVA Dptos'!M9*0.8,='IVA Dptos'!M9*0.8,CALCULO,MEDIA,IVA Dptos!M9,
Hoja1,F4,72.8,='IVA Dptos'!O9*0.8,='IVA Dptos'!O9*0.8,CALCULO,MEDIA,IVA Dptos!O9,
Hoja1,G4,4817.8,=D4+E4+F4,=D4+E4+F4,CALCULO,MEDIA,Hoja1!D4; Hoja1!E4; Hoja1!F4,
Hoja1,I4,-702.2799999999997,=H4-G4,=H4-G4,CALCULO,MEDIA,Hoja1!H4; Hoja1!G4,
Hoja1,K4,4104,=J4-E4-F4,=J4-E4-F4,CALCULO,MEDIA,Hoja1!J4; Hoja1!E4; Hoja1!F4,
Hoja1,O4,4104,"=VLOOKUP(M4,$B$3:$K$17,10,0)","=VLOOKUP(M4,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M4; Hoja1!$B$3:$K$17,
Hoja1,P4,410,=O4-N4,=O4-N4,CALCULO,MEDIA,Hoja1!O4; Hoja1!N4,
Hoja1,C5,903       ,=CONCATENATE(B5),=CONCATENATE(B5),CALCULO,MEDIA,Hoja1!B5,
Hoja1,E5,396,='IVA Dptos'!M10*0.8,='IVA Dptos'!M10*0.8,CALCULO,MEDIA,IVA Dptos!M10,
Hoja1,F5,72.8,='IVA Dptos'!O10*0.8,='IVA Dptos'!O10*0.8,CALCULO,MEDIA,IVA Dptos!O10,
Hoja1,G5,4999.8,=D5+E5+F5,=D5+E5+F5,CALCULO,MEDIA,Hoja1!D5; Hoja1!E5; Hoja1!F5,
Hoja1,I5,-739.5600000000004,=H5-G5,=H5-G5,CALCULO,MEDIA,Hoja1!H5; Hoja1!G5,
Hoja1,K5,4264.8,=J5-E5-F5,=J5-E5-F5,CALCULO,MEDIA,Hoja1!J5; Hoja1!E5; Hoja1!F5,
Hoja1,O5,4264.8,"=VLOOKUP(M5,$B$3:$K$17,10,0)","=VLOOKUP(M5,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M5; Hoja1!$B$3:$K$17,
Hoja1,P5,426.8000000000002,=O5-N5,=O5-N5,CALCULO,MEDIA,Hoja1!O5; Hoja1!N5,
Hoja1,C6,1002      ,=CONCATENATE(B6),=CONCATENATE(B6),CALCULO,MEDIA,Hoja1!B6,
Hoja1,E6,396,='IVA Dptos'!M11*0.8,='IVA Dptos'!M11*0.8,CALCULO,MEDIA,IVA Dptos!M11,
Hoja1,F6,72.8,='IVA Dptos'!O11*0.8,='IVA Dptos'!O11*0.8,CALCULO,MEDIA,IVA Dptos!O11,
Hoja1,G6,5029.8,=D6+E6+F6,=D6+E6+F6,CALCULO,MEDIA,Hoja1!D6; Hoja1!E6; Hoja1!F6,
Hoja1,I6,-852.3600000000006,=H6-G6,=H6-G6,CALCULO,MEDIA,Hoja1!H6; Hoja1!G6,
Hoja1,K6,4172.8,=J6-E6-F6,=J6-E6-F6,CALCULO,MEDIA,Hoja1!J6; Hoja1!E6; Hoja1!F6,
Hoja1,O6,4172.8,"=VLOOKUP(M6,$B$3:$K$17,10,0)","=VLOOKUP(M6,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M6; Hoja1!$B$3:$K$17,
Hoja1,P6,416.8000000000002,=O6-N6,=O6-N6,CALCULO,MEDIA,Hoja1!O6; Hoja1!N6,
Hoja1,C7,1003      ,=CONCATENATE(B7),=CONCATENATE(B7),CALCULO,MEDIA,Hoja1!B7,
Hoja1,E7,396,='IVA Dptos'!M12*0.8,='IVA Dptos'!M12*0.8,CALCULO,MEDIA,IVA Dptos!M12,
Hoja1,F7,72.8,='IVA Dptos'!O12*0.8,='IVA Dptos'!O12*0.8,CALCULO,MEDIA,IVA Dptos!O12,
Hoja1,G7,5025.8,=D7+E7+F7,=D7+E7+F7,CALCULO,MEDIA,Hoja1!D7; Hoja1!E7; Hoja1!F7,
Hoja1,I7,-851.96,=H7-G7,=H7-G7,CALCULO,MEDIA,Hoja1!H7; Hoja1!G7,
Hoja1,K7,4168.8,=J7-E7-F7,=J7-E7-F7,CALCULO,MEDIA,Hoja1!J7; Hoja1!E7; Hoja1!F7,
Hoja1,O7,4168.8,"=VLOOKUP(M7,$B$3:$K$17,10,0)","=VLOOKUP(M7,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M7; Hoja1!$B$3:$K$17,
Hoja1,P7,416.8000000000002,=O7-N7,=O7-N7,CALCULO,MEDIA,Hoja1!O7; Hoja1!N7,
Hoja1,C8,1007      ,=CONCATENATE(B8),=CONCATENATE(B8),CALCULO,MEDIA,Hoja1!B8,
Hoja1,E8,396,='IVA Dptos'!M13*0.8,='IVA Dptos'!M13*0.8,CALCULO,MEDIA,IVA Dptos!M13,
Hoja1,F8,72.8,='IVA Dptos'!O13*0.8,='IVA Dptos'!O13*0.8,CALCULO,MEDIA,IVA Dptos!O13,
Hoja1,G8,5031.8,=D8+E8+F8,=D8+E8+F8,CALCULO,MEDIA,Hoja1!D8; Hoja1!E8; Hoja1!F8,
Hoja1,I8,-744.9200000000001,=H8-G8,=H8-G8,CALCULO,MEDIA,Hoja1!H8; Hoja1!G8,
Hoja1,K8,3444,=J8-E8-F8,=J8-E8-F8,CALCULO,MEDIA,Hoja1!J8; Hoja1!E8; Hoja1!F8,
Hoja1,O8,3444,"=VLOOKUP(M8,$B$3:$K$17,10,0)","=VLOOKUP(M8,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M8; Hoja1!$B$3:$K$17,
Hoja1,P8,-1387,=O8-N8,=O8-N8,CALCULO,MEDIA,Hoja1!O8; Hoja1!N8,
Hoja1,C9,1104      ,=CONCATENATE(B9),=CONCATENATE(B9),CALCULO,MEDIA,Hoja1!B9,
Hoja1,E9,396,='IVA Dptos'!M14*0.8,='IVA Dptos'!M14*0.8,CALCULO,MEDIA,IVA Dptos!M14,
Hoja1,F9,72.8,='IVA Dptos'!O14*0.8,='IVA Dptos'!O14*0.8,CALCULO,MEDIA,IVA Dptos!O14,
Hoja1,G9,3173.8,=D9+E9+F9,=D9+E9+F9,CALCULO,MEDIA,Hoja1!D9; Hoja1!E9; Hoja1!F9,
Hoja1,I9,425.47999999999956,=H9-G9,=H9-G9,CALCULO,MEDIA,Hoja1!H9; Hoja1!G9,
Hoja1,K9,4225.6,=J9-E9-F9,=J9-E9-F9,CALCULO,MEDIA,Hoja1!J9; Hoja1!E9; Hoja1!F9,
Hoja1,O9,4225.6,"=VLOOKUP(M9,$B$3:$K$17,10,0)","=VLOOKUP(M9,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M9; Hoja1!$B$3:$K$17,
Hoja1,P9,1048.6000000000004,=O9-N9,=O9-N9,CALCULO,MEDIA,Hoja1!O9; Hoja1!N9,
Hoja1,C10,1107      ,=CONCATENATE(B10),=CONCATENATE(B10),CALCULO,MEDIA,Hoja1!B10,
Hoja1,E10,396,='IVA Dptos'!M15*0.8,='IVA Dptos'!M15*0.8,CALCULO,MEDIA,IVA Dptos!M15,
Hoja1,F10,72.8,='IVA Dptos'!O15*0.8,='IVA Dptos'!O15*0.8,CALCULO,MEDIA,IVA Dptos!O15,
Hoja1,G10,4918.8,=D10+E10+F10,=D10+E10+F10,CALCULO,MEDIA,Hoja1!D10; Hoja1!E10; Hoja1!F10,
Hoja1,I10,-714.7200000000003,=H10-G10,=H10-G10,CALCULO,MEDIA,Hoja1!H10; Hoja1!G10,
Hoja1,K10,4143.2,=J10-E10-F10,=J10-E10-F10,CALCULO,MEDIA,Hoja1!J10; Hoja1!E10; Hoja1!F10,
Hoja1,O10,4143.2,"=VLOOKUP(M10,$B$3:$K$17,10,0)","=VLOOKUP(M10,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M10; Hoja1!$B$3:$K$17,
Hoja1,P10,361.1999999999998,=O10-N10,=O10-N10,CALCULO,MEDIA,Hoja1!O10; Hoja1!N10,
Hoja1,C11,1204      ,=CONCATENATE(B11),=CONCATENATE(B11),CALCULO,MEDIA,Hoja1!B11,
Hoja1,E11,396,='IVA Dptos'!M16*0.8,='IVA Dptos'!M16*0.8,CALCULO,MEDIA,IVA Dptos!M16,
Hoja1,F11,72.8,='IVA Dptos'!O16*0.8,='IVA Dptos'!O16*0.8,CALCULO,MEDIA,IVA Dptos!O16,
Hoja1,G11,4176.8,=D11+E11+F11,=D11+E11+F11,CALCULO,MEDIA,Hoja1!D11; Hoja1!E11; Hoja1!F11,
Hoja1,I11,-506.24000000000024,=H11-G11,=H11-G11,CALCULO,MEDIA,Hoja1!H11; Hoja1!G11,
Hoja1,K11,3468.8,=J11-E11-F11,=J11-E11-F11,CALCULO,MEDIA,Hoja1!J11; Hoja1!E11; Hoja1!F11,
Hoja1,O11,3468.8,"=VLOOKUP(M11,$B$3:$K$17,10,0)","=VLOOKUP(M11,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M11; Hoja1!$B$3:$K$17,
Hoja1,P11,219.80000000000018,=O11-N11,=O11-N11,CALCULO,MEDIA,Hoja1!O11; Hoja1!N11,
Hoja1,C12,1207      ,=CONCATENATE(B12),=CONCATENATE(B12),CALCULO,MEDIA,Hoja1!B12,
Hoja1,E12,396,='IVA Dptos'!M17*0.8,='IVA Dptos'!M17*0.8,CALCULO,MEDIA,IVA Dptos!M17,
Hoja1,F12,72.8,='IVA Dptos'!O17*0.8,='IVA Dptos'!O17*0.8,CALCULO,MEDIA,IVA Dptos!O17,
Hoja1,G12,5065.8,=D12+E12+F12,=D12+E12+F12,CALCULO,MEDIA,Hoja1!D12; Hoja1!E12; Hoja1!F12,
Hoja1,I12,-858.1199999999999,=H12-G12,=H12-G12,CALCULO,MEDIA,Hoja1!H12; Hoja1!G12,
Hoja1,K12,3505.6,=J12-E12-F12,=J12-E12-F12,CALCULO,MEDIA,Hoja1!J12; Hoja1!E12; Hoja1!F12,
Hoja1,O12,3505.6,"=VLOOKUP(M12,$B$3:$K$17,10,0)","=VLOOKUP(M12,$B$3:$K$17,10,0)",CALCULO,MEDIA,Hoja1!M12; Hoja1!$B$3:$K$17,
Hoja1,P12,-280.4000000000001,=O12-N12,=O12-N12,CALCULO,MEDIA,Hoja1!O12; Hoja1!N12,
Hoja1,C13,1301      ,=CONCATENATE(B13),=CONCATENATE(B13),CALCULO,MEDIA,Hoja1!B13,
Hoja1,E13,396,='IVA Dptos'!M18*0.8,='IVA Dptos'!M18*0.8,CALCULO,MEDIA,IVA Dptos!M18,
Hoja1,F13,72.8,='IVA Dptos'!O18*0.8,='IVA Dptos'!O18*0.8,CALCULO,MEDIA,IVA Dptos!O18,
Hoja1,G13,3974.8,=D13+E13+F13,=D13+E13+F13,CALCULO,MEDIA,Hoja1!D13; Hoja1!E13; Hoja1!F13,
Hoja1,I13,-453.2800000000002,=H13-G13,=H13-G13,CALCULO,MEDIA,Hoja1!H13; Hoja1!G13,
Hoja1,K13,4294.4,=J13-E13-F13,=J13-E13-F13,CALCULO,MEDIA,Hoja1!J13; Hoja1!E13; Hoja1!F13,
