hoja,celda,valor_mostrado,valor_real,formula,clasificacion,criticidad,dependencia_input,dependencia_output
Crédito Comercial 20A,G177,170,=G176+1,=G176+1,CALCULO,MEDIA,Crédito Comercial 20A!G176,
Crédito Comercial 20A,H177,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I177,-100.89481401337203,=-K176*$D$6,=-K176*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K176; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J177,-293.79409166581115,=H177-I177,=H177-I177,CALCULO,MEDIA,Crédito Comercial 20A!H177; Crédito Comercial 20A!I177,
Crédito Comercial 20A,K177,23920.961271543474,=K176+J177,=K176+J177,CALCULO,MEDIA,Crédito Comercial 20A!K176; Crédito Comercial 20A!J177,
Crédito Comercial 20A,G178,171,=G177+1,=G177+1,CALCULO,MEDIA,Crédito Comercial 20A!G177,
Crédito Comercial 20A,H178,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I178,-99.67067196476448,=-K177*$D$6,=-K177*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K177; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J178,-295.01823371441867,=H178-I178,=H178-I178,CALCULO,MEDIA,Crédito Comercial 20A!H178; Crédito Comercial 20A!I178,
Crédito Comercial 20A,K178,23625.943037829056,=K177+J178,=K177+J178,CALCULO,MEDIA,Crédito Comercial 20A!K177; Crédito Comercial 20A!J178,
Crédito Comercial 20A,G179,172,=G178+1,=G178+1,CALCULO,MEDIA,Crédito Comercial 20A!G178,
Crédito Comercial 20A,H179,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I179,-98.44142932428774,=-K178*$D$6,=-K178*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K178; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J179,-296.2474763548954,=H179-I179,=H179-I179,CALCULO,MEDIA,Crédito Comercial 20A!H179; Crédito Comercial 20A!I179,
Crédito Comercial 20A,K179,23329.69556147416,=K178+J179,=K178+J179,CALCULO,MEDIA,Crédito Comercial 20A!K178; Crédito Comercial 20A!J179,
Crédito Comercial 20A,G180,173,=G179+1,=G179+1,CALCULO,MEDIA,Crédito Comercial 20A!G179,
Crédito Comercial 20A,H180,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I180,-97.20706483947566,=-K179*$D$6,=-K179*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K179; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J180,-297.4818408397075,=H180-I180,=H180-I180,CALCULO,MEDIA,Crédito Comercial 20A!H180; Crédito Comercial 20A!I180,
Crédito Comercial 20A,K180,23032.213720634452,=K179+J180,=K179+J180,CALCULO,MEDIA,Crédito Comercial 20A!K179; Crédito Comercial 20A!J180,
Crédito Comercial 20A,G181,174,=G180+1,=G180+1,CALCULO,MEDIA,Crédito Comercial 20A!G180,
Crédito Comercial 20A,H181,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I181,-95.96755716931021,=-K180*$D$6,=-K180*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K180; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J181,-298.72134850987294,=H181-I181,=H181-I181,CALCULO,MEDIA,Crédito Comercial 20A!H181; Crédito Comercial 20A!I181,
Crédito Comercial 20A,K181,22733.49237212458,=K180+J181,=K180+J181,CALCULO,MEDIA,Crédito Comercial 20A!K180; Crédito Comercial 20A!J181,
Crédito Comercial 20A,G182,175,=G181+1,=G181+1,CALCULO,MEDIA,Crédito Comercial 20A!G181,
Crédito Comercial 20A,H182,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I182,-94.72288488385242,=-K181*$D$6,=-K181*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K181; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J182,-299.96602079533073,=H182-I182,=H182-I182,CALCULO,MEDIA,Crédito Comercial 20A!H182; Crédito Comercial 20A!I182,
Crédito Comercial 20A,K182,22433.52635132925,=K181+J182,=K181+J182,CALCULO,MEDIA,Crédito Comercial 20A!K181; Crédito Comercial 20A!J182,
Crédito Comercial 20A,G183,176,=G182+1,=G182+1,CALCULO,MEDIA,Crédito Comercial 20A!G182,
Crédito Comercial 20A,H183,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I183,-93.47302646387186,=-K182*$D$6,=-K182*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K182; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J183,-301.2158792153113,=H183-I183,=H183-I183,CALCULO,MEDIA,Crédito Comercial 20A!H183; Crédito Comercial 20A!I183,
Crédito Comercial 20A,K183,22132.31047211394,=K182+J183,=K182+J183,CALCULO,MEDIA,Crédito Comercial 20A!K182; Crédito Comercial 20A!J183,
Crédito Comercial 20A,G184,177,=G183+1,=G183+1,CALCULO,MEDIA,Crédito Comercial 20A!G183,
Crédito Comercial 20A,H184,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I184,-92.21796030047474,=-K183*$D$6,=-K183*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K183; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J184,-302.4709453787084,=H184-I184,=H184-I184,CALCULO,MEDIA,Crédito Comercial 20A!H184; Crédito Comercial 20A!I184,
Crédito Comercial 20A,K184,21829.83952673523,=K183+J184,=K183+J184,CALCULO,MEDIA,Crédito Comercial 20A!K183; Crédito Comercial 20A!J184,
Crédito Comercial 20A,G185,178,=G184+1,=G184+1,CALCULO,MEDIA,Crédito Comercial 20A!G184,
Crédito Comercial 20A,H185,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I185,-90.95766469473013,=-K184*$D$6,=-K184*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K184; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J185,-303.73124098445305,=H185-I185,=H185-I185,CALCULO,MEDIA,Crédito Comercial 20A!H185; Crédito Comercial 20A!I185,
Crédito Comercial 20A,K185,21526.10828575078,=K184+J185,=K184+J185,CALCULO,MEDIA,Crédito Comercial 20A!K184; Crédito Comercial 20A!J185,
Crédito Comercial 20A,G186,179,=G185+1,=G185+1,CALCULO,MEDIA,Crédito Comercial 20A!G185,
Crédito Comercial 20A,H186,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I186,-89.69211785729492,=-K185*$D$6,=-K185*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K185; Crédito Comercial 20A!$D$6,
Crédito Comercial 20A,J186,-304.99678782188823,=H186-I186,=H186-I186,CALCULO,MEDIA,Crédito Comercial 20A!H186; Crédito Comercial 20A!I186,
Crédito Comercial 20A,K186,21221.11149792889,=K185+J186,=K185+J186,CALCULO,MEDIA,Crédito Comercial 20A!K185; Crédito Comercial 20A!J186,
Crédito Comercial 20A,G187,180,=G186+1,=G186+1,CALCULO,MEDIA,Crédito Comercial 20A!G186,
Crédito Comercial 20A,H187,-394.68890567918316,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 20A!$D$5; Crédito Comercial 20A!$D$7; Crédito Comercial 20A!$D$4,
Crédito Comercial 20A,I187,-88.42129790803705,=-K186*$D$6,=-K186*$D$6,CALCULO,MEDIA,Crédito Comercial 20A!K186; Crédito Comercial 20A!$D$6,
